Device Class	Name	IP	Protocol	Status	Description	Number	Number Of Lines	Web Server	CTI Controllable	Log In UserID	Active Load	Inactive Load	Download Server	Download Status	Download Failure Reason
Phone	CSF00008857	10.254.248.76	SIP	UnRegistered	Annette Griffin +19204985423	+19204985423-UnRegistered	1	No	True	00008857	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00009081	10.254.249.74	SIP	UnRegistered	Pam Orem-Mazur +19204986317	+19204986317-UnRegistered	1	No	True	00009081	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00009097	10.254.249.119	SIP	UnRegistered	Donna Breitenfeldt +19200017804	+19200017804-UnRegistered	1	No	True	00009097	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00009100	10.254.249.98	SIP	UnRegistered	Gema Garcia +19204986894	+19204986894-UnRegistered	1	No	True	00009100	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00009106	10.165.0.12	SIP	Registered	Scott Brunner +19204986952	+19204986952-Registered	1	No	True	00009106	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00009170	10.254.250.123	SIP	UnRegistered	Kim Jameson +19204986318	+19204986318-UnRegistered	1	No	True	00009170	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00009283	10.254.249.42	SIP	UnRegistered	Carolyn Debaker +19204986985	+19204986985-UnRegistered	1	No	True	00009283	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00009599	10.254.249.48	SIP	UnRegistered	Christine Schillinger +19204986366	+19204986366-UnRegistered	1	No	True	00009599	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00009627	10.254.250.93	SIP	UnRegistered	Mary Dashnier +19204985709	+19204985709-UnRegistered	1	No	True	00009627	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00011280	10.254.249.83	SIP	UnRegistered	Kelly Saari +19204986863	+19204986863-UnRegistered	1	No	True	00011280	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00011871	10.254.249.4	SIP	UnRegistered	Shawn Hussin +19204985438	+19204985438-UnRegistered	1	No	True	00011871	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00012023	10.254.248.202	SIP	UnRegistered	Michelle Phillips +19204986316	+19204986316-UnRegistered	1	No	True	00012023	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00012066	10.254.248.53	SIP	UnRegistered	Julie Siefert +19204985566	+19204985566-UnRegistered	1	No	True	00012066	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00012229	10.254.249.247	SIP	Registered	Beth Pless +19204986956	+19204986956-Registered	1	No	True	00012229	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00012350	10.254.249.100	SIP	UnRegistered	Jody Elbe +19204985459	+19204985459-UnRegistered	1	No	True	00012350	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00013069	10.155.0.254	SIP	UnRegistered	Kathy OBrien +19204985483	+19204985483-UnRegistered	1	No	True	00013069	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00013460	10.254.248.68	SIP	UnRegistered	Heidi Jordan +19204985703	+19204985703-UnRegistered	1	No	True	00013460	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00013512	10.254.248.133	SIP	UnRegistered	Gale Pagel +19204986903	+19204986903-UnRegistered	1	No	True	00013512	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00013553	10.254.250.182	SIP	UnRegistered	Malinda Wall +19204985434	+19204985434-UnRegistered	1	No	True	00013553	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00013698	10.1.190.41	SIP	UnRegistered	Wendy Follett +19204985628	+19204985628-UnRegistered	1	No	True	00013698	Jabber_for_Windows-11.1.1.22531	Jabber_for_Windows-11.1.1.22531		Unknown	
Phone	CSF00013699	10.229.100.6	SIP	UnRegistered	Gene Francisco +19204985739	+19204985739-UnRegistered	1	No	True	00013699	Jabber_for_Windows-11.1.1.22531	Jabber_for_Windows-11.1.1.22531		Unknown	
Phone	CSF00013709	10.1.190.42	SIP	Registered	Dawn Wolfcale +19204986880	+19204986880-Registered	1	No	True	00013709	Jabber_for_Windows-11.1.1.22531	Jabber_for_Windows-11.1.1.22531		Unknown	
Phone	CSF00013773	10.254.249.138	SIP	UnRegistered	Lisa Cochrane +19204986391	+19204986391-UnRegistered	1	No	True	00013773	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00013775	10.254.248.245	SIP	UnRegistered	Mike Vander Heiden +19204986306	+19204986306-UnRegistered	1	No	True	00013775	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00013782	10.165.0.13	SIP	Registered	Rick VandenBush +19204986821	+19204986821-Registered	1	No	True	00013782	Jabber_for_Windows-12.7.1.51081	Jabber_for_Windows-12.7.1.51081		Unknown	
Phone	CSF00013783	10.254.248.89	SIP	UnRegistered	Mark Franks +19204986269	+19204986269-UnRegistered	1	No	True	00013783	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00013788	10.254.249.254	SIP	UnRegistered	Robyn Sawyer +19204986917	+19204986917-UnRegistered	1	No	True	00013788	Jabber_for_Windows-12.7.1.51081	Jabber_for_Windows-12.7.1.51081		Unknown	
Phone	CSF00013799	10.254.249.187	SIP	UnRegistered	Janel Veeser +19204985498	+19204985498-UnRegistered	1	No	True	00013799	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00014079	10.254.248.182	SIP	UnRegistered	Pam Thornton +19204985690	+19204985690-UnRegistered	1	No	True	00014079	Jabber_for_Windows-12.7.1.51081	Jabber_for_Windows-12.7.1.51081		Unknown	
Phone	CSF00014090	10.254.249.97	SIP	UnRegistered	Heidi Thomas +19204987155	+19204987155-UnRegistered	1	No	True	00014090	Jabber_for_Windows-12.7.1.51081	Jabber_for_Windows-12.7.1.51081		Unknown	
Phone	CSF00014106	10.254.250.126	SIP	UnRegistered	Tracey Steeno +19204985592	+19204985592-UnRegistered	1	No	True	00014106	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00014280	10.1.190.41	SIP	Registered	Julia Witt +19204985441	+19204985441-Registered	1	No	True	00014280	Jabber_for_Windows-11.1.1.22531	Jabber_for_Windows-11.1.1.22531		Unknown	
Phone	CSF00014363	10.1.190.41	SIP	UnRegistered	Mary Beth Boettcher +19204985410	+19204985410-UnRegistered	1	No	True	00014363	Jabber_for_Windows-11.1.1.22531	Jabber_for_Windows-11.1.1.22531		Unknown	
Phone	CSF00014431	10.254.251.51	SIP	UnRegistered	Debbie Vanhandel +19204985670	+19204985670-UnRegistered	1	No	True	00014431	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00014481	10.254.248.102	SIP	UnRegistered	Joanna Ford-Gustafson +19200017818	+19200017818-UnRegistered	1	No	True	00014481	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00014504	10.254.248.214	SIP	UnRegistered	Nicole Fonder +19204985526	+19204985526-UnRegistered	1	No	True	00014504	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00014524	10.254.250.28	SIP	UnRegistered	Kim LaPlante +19204985487	+19204985487-UnRegistered	1	No	True	00014524	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00014608	10.254.249.225	SIP	UnRegistered	Lisa Gipp +19202729846	+19202729846-UnRegistered	1	No	True	00014608	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00014611	10.254.250.139	SIP	UnRegistered	Boua Xee Thao +19204986388	+19204986388-UnRegistered	1	No	True	00014611	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00014640	10.254.248.10	SIP	UnRegistered	Tod Anderson +19204985432	+19204985432-UnRegistered	1	No	True	00014640	Jabber_for_Windows-12.7.1.51081	Jabber_for_Windows-12.7.1.51081		Unknown	
Phone	CSF00014755	10.254.248.22	SIP	UnRegistered	Melinda Palzewic +19204986921	+19204986921-UnRegistered	1	No	True	00014755	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00014761	10.254.248.174	SIP	UnRegistered	Mary Schreiner +19204985693	+19204985693-UnRegistered	1	No	True	00014761	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00014774	10.1.190.41	SIP	UnRegistered	Heather Hill +19204985601	+19204985601-UnRegistered	1	No	True	00014774	Jabber_for_Windows-11.1.1.22531	Jabber_for_Windows-11.1.1.22531		Unknown	
Phone	CSF00014864	10.1.190.42	SIP	UnRegistered	Gail Schroeder +19204985547	+19204985547-UnRegistered	1	No	True	00014864	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF00014921	10.254.249.235	SIP	Registered	Tanvir Khan +19204985550	+19204985550-Registered	1	No	True	00014921	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF10347009	10.254.248.188	SIP	Registered	John Hippensteel +19204987103	+19204987103-Registered	1	No	True	10347009	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF10430014	10.254.250.134	SIP	Registered	Arlene Heaster +19204985721	+19204985721-Registered	1	No	True	10430014	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF10504127	10.211.21.14	SIP	UnRegistered	Xue Yang +19204986978	+19204986978-UnRegistered	1	No	True	10504127	Jabber_for_Windows-12.7.1.51081	Jabber_for_Windows-12.7.1.51081		Unknown	
Phone	CSF10520871	10.254.248.48	SIP	Registered	Deb Rezner +19204912603	+19204912603-Registered	1	No	True	10520871	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF10557921	10.254.248.187	SIP	UnRegistered	Amy Beaudo +17157323659	+17157323659-UnRegistered	1	No	True	10557921	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF10603759	10.254.248.227	SIP	UnRegistered	Lynne Olson  +19202729600	+19202729600-UnRegistered	1	No	True	10603759	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF10630188	10.165.0.130	SIP	Registered	Kevin Swanson +19204986905	+19204986905-Registered	1	No	True	10630188	Jabber_for_Windows-12.8.1.52494	Jabber_for_Windows-12.8.1.52494		Unknown	
Phone	CSF10638989	10.224.31.40	SIP	UnRegistered	Tom Topper +17157323892	+17157323892-UnRegistered	1	No	True	10638989	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF10687505	10.254.250.211	SIP	UnRegistered	Kathy Mattson +17157323874	+17157323874-UnRegistered	1	No	True	10687505	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF10701129	10.254.248.119	SIP	UnRegistered	Cindy LeQuia +19204986997	+19204986997-UnRegistered	1	No	True	10701129	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF10747903	10.155.0.244	SIP	UnRegistered	Chris Hoegger +19204985573	+19204985573-UnRegistered	1	No	True	10747903	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF10793130	10.254.250.109	SIP	UnRegistered	Lisa Francour +19204986911	+19204986911-UnRegistered	1	No	True	10793130	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF10814567	10.254.248.71	SIP	UnRegistered	Tammy Beauchamp +19202729601	+19202729601-UnRegistered	1	No	True	10814567	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF10816751	10.254.248.216	SIP	UnRegistered	Lisa Barta +19204985611	+19204985611-UnRegistered	1	No	True	10816751	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF10838747	10.254.249.132	SIP	UnRegistered	Mark Hickman  +19202729853	+19202729853-UnRegistered	1	No	True	10838747	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF10841568	10.254.250.121	SIP	UnRegistered	Jeannie Otto +17157323878	+17157323878-UnRegistered	1	No	True	10841568	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF10842335	10.254.249.121	SIP	UnRegistered	Lori Weaver +19204986990	+19204986990-UnRegistered	1	No	True	10842335	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF10851383	10.254.248.248	SIP	UnRegistered	Shelly Burby +17157323870	+17157323870-UnRegistered	1	No	True	10851383	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF10857090	10.254.254.36	SIP	UnRegistered	Jason Goffard +19204986809	+19204986809-UnRegistered	1	No	True	10857090	Jabber_for_Mac-12.7.1.300628	Jabber_for_Mac-12.7.1.300628		Unknown	
Phone	CSF10916305	10.254.249.148	SIP	UnRegistered	Kristine Heidewald +19202729604	+19202729604-UnRegistered	1	No	True	10916305	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF10961415	10.254.249.210	SIP	UnRegistered	Jill Champeau +19204986854	+19204986854-UnRegistered	1	No	True	10961415	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF10966277	10.254.249.229	SIP	UnRegistered	Steven Banta +19200015343	+19200015343-UnRegistered	1	No	True	10966277	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11014585	10.254.248.135	SIP	UnRegistered	Mary Reidinger +19204986923	+19204986923-UnRegistered	1	No	True	11014585	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11018901	10.254.250.129	SIP	UnRegistered	Nicole Goodacre +19204986371	+19204986371-UnRegistered	1	No	True	11018901	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11040182	10.254.250.4	SIP	UnRegistered	Joe Draves +19204985664	+19204985664-UnRegistered	1	No	True	11040182	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11044940	10.254.249.39	SIP	Registered	Amy Mollberg +19207464901	+19207464901-Registered	1	No	True	11044940	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11067768	10.1.190.42	SIP	UnRegistered	Ben Hendricks +19204985633	+19204985633-UnRegistered	1	No	True	11067768	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11068041	10.1.190.42	SIP	UnRegistered	Alicia Van Straten +19204985426	+19204985426-UnRegistered	1	No	True	11068041	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11088516	10.254.250.42	SIP	UnRegistered	Jesse LaBrosse +17157323884	+17157323884-UnRegistered	1	No	True	11088516	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11106846	10.254.250.7	SIP	Registered	Sarah Cassidy +19204985607	+19204985607-Registered	1	No	True	11106846	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11175928	10.254.250.14	SIP	Registered	Sally Tomcheck +19204985542	+19204985542-Registered	1	No	True	11175928	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11268423	10.1.190.41	SIP	UnRegistered	Sue Zittlow +19204985478	+19204985478-UnRegistered	1	No	True	11268423	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11309048	10.1.190.41	SIP	UnRegistered	Paula Jolly +19202729468	+19202729468-UnRegistered	1	No	True	11309048	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11321801	10.254.249.147	SIP	UnRegistered	Lisa Hickman +19204986936	+19204986936-UnRegistered	1	No	True	11321801	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11326546	10.254.248.39	SIP	UnRegistered	Carrie Corrigan +19204912654	+19204912654-UnRegistered	1	No	True	11326546	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11340495	10.254.251.130	SIP	UnRegistered	Lori Mathew +19202729608	+19202729608-UnRegistered	1	No	True	11340495	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11350661	10.254.249.36	SIP	UnRegistered	Jeanne Pecho +19204985682	+19204985682-UnRegistered	1	No	True	11350661	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11379092	10.1.190.42	SIP	UnRegistered	Nicole Egnarski +19204912672	+19204912672-UnRegistered	1	No	True	11379092	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11382823	10.1.190.41	SIP	Registered	Nick Vander Bloomen +19204985516	+19204985516-Registered	1	No	True	11382823	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11402765	10.254.249.219	SIP	Registered	Jami Van Enkevort +19204985469	+19204985469-Registered	1	No	True	11402765	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11402908	10.254.251.90	SIP	UnRegistered	Tiffany Skaggs +19204985600	+19204985600-UnRegistered	1	No	True	11402908	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11570101	10.254.248.242	SIP	UnRegistered	Pam Gilson +19204985403	+19204985403-UnRegistered	1	No	True	11570101	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11575795	10.254.251.21	SIP	UnRegistered	Kathy Lamal +19204986992	+19204986992-UnRegistered	1	No	True	11575795	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11594788	10.1.190.42	SIP	UnRegistered	Pam Blazei +19204986379	+19204986379-UnRegistered	1	No	True	11594788	Jabber_for_Mac-12.6.1.284405	Jabber_for_Mac-12.6.1.284405		Unknown	
Phone	CSF11603446	10.254.249.169	SIP	UnRegistered	Rebecca Denowski +17157323897	+17157323897-UnRegistered	1	No	True	11603446	Jabber_for_Windows-12.7.1.51081	Jabber_for_Windows-12.7.1.51081		Unknown	
Phone	CSF11608620	10.254.250.160	SIP	Registered	Lisa O'Halloran +19204985562	+19204985562-Registered	1	No	True	11608620	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11623063	10.254.250.111	SIP	UnRegistered	Regina Warrington +19204985534	+19204985534-UnRegistered	1	No	True	11623063	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11634100	10.254.254.28	SIP	UnRegistered	Bryan Guns +19204985642	+19204985642-UnRegistered	1	No	True	11634100	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11634815	10.1.190.42	SIP	UnRegistered	Troy Giese +19204912696	+19204912696-UnRegistered	1	No	True	11634815	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11640418	10.254.250.39	SIP	UnRegistered	Tina Wojta +19204985525	+19204985525-UnRegistered	1	No	True	11640418	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11653821	10.254.250.65	SIP	UnRegistered	Terri Brown +19204985718	+19204985718-UnRegistered	1	No	True	11653821	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11661192	10.254.249.122	SIP	UnRegistered	Heather Mollen +19204986823	+19204986823-UnRegistered	1	No	True	11661192	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
Phone	CSF11748240	10.254.248.150	SIP	Registered	Sue Jeske +19202729607	+19202729607-Registered	1	No	True	11748240	Jabber_for_Windows-12.6.1.34405	Jabber_for_Windows-12.6.1.34405		Unknown	
